	pval	adjpval	beta	ci_low	ci_high	symbol
ENSG00000221983	0.0033056232568375683	0.022641255183818963	-0.0241569382371578	-0.040273390134617754	-0.00804048633969785	UBA52
ENSG00000101439	0.0034722876471900382	0.023461403021554313	-0.025071639450041906	-0.041885818106015875	-0.008257460794067938	CST3
ENSG00000196405	0.0037969566128674345	0.025313044085782898	-0.03332901249736711	-0.055896782197408415	-0.01076124279732581	EVL
ENSG00000204525	0.0039180428506008225	0.0257765977013212	-0.027829673560537477	-0.04673819901490868	-0.00892114810616627	HLA-C
ENSG00000197958	0.004101747527550433	0.026126327780718692	0.026279843781153	0.008334394440377629	0.04422529312192837	RPL12
ENSG00000172428	0.0041279597893535535	0.026126327780718692	-0.039489936142612155	-0.06647496850597213	-0.012504903779252178	COPS9
ENSG00000149591	0.004032256565725169	0.026126327780718692	0.025705918505168016	0.008185332153351207	0.04322650485698483	TAGLN
ENSG00000124664	0.004397659640384644	0.027485372752404022	-0.02863188065784434	-0.048335125784574356	-0.00892863553111432	SPDEF
ENSG00000163220	0.004808291583781491	0.02968081224556476	-0.022541882844649603	-0.03821120210610253	-0.00687256358319668	S100A9
ENSG00000265972	0.00490457969556308	0.029905973753433415	0.03576984430238705	0.010849207679118657	0.06069048092565544	TXNIP
ENSG00000129226	0.0051162379803673065	0.030820710725104256	-0.0352748987187073	-0.05997020243244824	-0.010579595004966365	CD68
ENSG00000177239	0.005949588296957655	0.035414216053319375	-0.03819691170898106	-0.06541497972405122	-0.0109788436939109	MAN1B1
ENSG00000130402	0.006227466892316514	0.03663215819009714	0.030083478917452527	0.008529360218163862	0.05163759761674119	ACTN4
ENSG00000167815	0.0064213974173469605	0.03733370591480791	-0.02920318197569908	-0.050204188322466564	-0.008202175628931597	PRDX2
ENSG00000178372	0.006572140278577287	0.03738187610136879	0.0494635049078169	0.013792233900350288	0.08513477591528351	CALML5
ENSG00000140545	0.006579210193840906	0.03738187610136879	0.03255855296771498	0.009075440972962198	0.05604166496246776	MFGE8
ENSG00000141741	0.006876411604016414	0.03863152586526075	-0.028716686880232076	-0.04954111976306187	-0.00789225399740228	MIEN1
ENSG00000130203	0.00733930947713733	0.04077394153965184	-0.02649886183042744	-0.045870731558636815	-0.0071269921022180625	APOE
ENSG00000122406	0.00783258648684683	0.04303618948816939	0.03091607331427288	0.008129395829385117	0.05370275079916065	RPL5
__ambiguous[ENSG00000277957+ENSG00000161960]	0.00820754357304967	0.044140858719904204	-0.02843999483961432	-0.049526906387152146	-0.007353083292076491	None
ENSG00000087460	0.008210199721902182	0.044140858719904204	0.03523217140324087	0.009108099463814936	0.0613562433426668	GNAS
ENSG00000262814	0.008457551406515176	0.044513428455343035	-0.032476153654077064	-0.05664872584608603	-0.008303581462068093	MRPL12
ENSG00000196642	0.008435374231193917	0.044513428455343035	-0.02899212617761706	-0.05056417144180697	-0.007420080913427152	RABL6
__ambiguous[ENSG00000268173+ENSG00000216490]	0.008578421399373422	0.044679278121736575	-0.03831317238460525	-0.06688266613661543	-0.009743678632595069	None
ENSG00000130520	0.0088417282685998	0.04511085851326429	-0.029291534166813595	-0.05121966787095365	-0.007363400462673541	LSM4
ENSG00000111640	0.008768318621504317	0.04511085851326429	-0.020625661165688168	-0.03604962461538083	-0.005201697715995504	GAPDH
ENSG00000234745	0.009271297842115183	0.0468247365763393	-0.02373106266268479	-0.041607345036042465	-0.005854780289327115	HLA-B
ENSG00000172531	0.009759899764278884	0.048579014374317234	-0.024178747231113424	-0.042516752569698994	-0.005840741892527854	PPP1CA
ENSG00000231925	0.009812960903612082	0.048579014374317234	-0.024842824322563975	-0.04369813610371995	-0.005987512541408002	TAPBP
ENSG00000106153	0.010262456708566159	0.05001190153676032	-0.0343381488284761	-0.06055756943362659	-0.008118728223325607	CHCHD2
ENSG00000101335	0.010462754153387231	0.05001190153676032	0.024590562568036996	0.0057648487287748455	0.04341627640729914	MYL9
ENSG00000164733	0.010358846659708803	0.05001190153676032	-0.031515489887615156	-0.05561007206477811	-0.007420907710452201	CTSB
ENSG00000183087	0.010502499322719667	0.05001190153676032	0.037858583839276136	0.008860388617757585	0.06685677906079468	GAS6
ENSG00000131446	0.01060407744066455	0.05001923321068184	-0.03893933097006175	-0.06880441290778959	-0.009074249032333902	MGAT1
ENSG00000119383	0.01101055823835117	0.051173412793212324	-0.030230786966730525	-0.05353636560683586	-0.006925208326625184	PTPA
ENSG00000205542	0.011139257863314699	0.051173412793212324	-0.028178701259428895	-0.04993706248747347	-0.006420340031384322	TMSB4X
ENSG00000144426	0.011155803988920287	0.051173412793212324	0.026108769688110007	0.0059445926499406936	0.046272946726279324	NBEAL1
ENSG00000135404	0.01158789917535574	0.05267226897888973	-0.024292320348077427	-0.04315268383205069	-0.005431956864104161	CD63
ENSG00000109062	0.012118389940629479	0.054258196328530045	-0.024480096763027436	-0.043605751081153186	-0.005354442444901686	SLC9A3R1
ENSG00000115884	0.01215383597759073	0.054258196328530045	-0.023591753484663663	-0.04203095388809913	-0.0051525530812281985	SDC1
ENSG00000197982	0.012953885443168884	0.0573180771821632	-0.031439024660120184	-0.05623520125530203	-0.006642848064938343	C1orf122
ENSG00000128322	0.01318034380582962	0.057808525464165	0.024460033068663737	0.0051201730870696315	0.043799893050257846	IGLL1
ENSG00000161016	0.013479399071415581	0.05860608291919818	0.019869496736175746	0.004108294380809799	0.03563069909154169	RPL8
ENSG00000163399	0.014711440668868278	0.06341138219339774	0.0334931985350479	0.00658276614533905	0.06040363092475674	ATP1A1
ENSG00000177469	0.014992908781231188	0.06407225974885122	0.02748293967133409	0.005339277572022811	0.04962660177064537	CAVIN1
ENSG00000129353	0.017198201091374456	0.07287373343802736	-0.02940129339206206	-0.05358885200096588	-0.005213734783158237	SLC44A2
ENSG00000130303	0.017826862311702562	0.07490278282227968	-0.022552117518452406	-0.041208809862761285	-0.003895425174143527	BST2
ENSG00000106211	0.01822904588141476	0.07595435783922817	-0.02880672684806005	-0.05272106831151409	-0.004892385384606013	HSPB1
ENSG00000105583	0.019055759769910943	0.07874280896657415	-0.029450975119567454	-0.05407216004532522	-0.004829790193809691	WDR83OS
ENSG00000077942	0.019263859262393893	0.07895024287866349	-0.027471389367918687	-0.05047740288371958	-0.004465375852117794	FBLN1
ENSG00000204257	0.019765196827554895	0.08034632856729632	-0.02947180263593574	-0.054254828684373195	-0.004688776587498285	HLA-DMA
ENSG00000042753	0.02033003597846394	0.0819577496155667	-0.024608929977232654	-0.04539705470123666	-0.0038208052532286464	AP2S1
ENSG00000101294	0.020489437403891676	0.0819577496155667	-0.02890397061411381	-0.053351240488926845	-0.004456700739300774	HM13
ENSG00000205639	0.020757001820216465	0.08236905484212882	-0.028734838383460692	-0.053090419666693346	-0.004379257100228039	MFSD2B
ENSG00000113140	0.021134535341808952	0.08320683205436595	-0.03220484071057195	-0.05958213197642355	-0.004827549444720341	SPARC
ENSG00000099622	0.02135235596358925	0.08340764048277051	0.02592683700720677	0.0038493428124171253	0.04800433120199642	CIRBP
ENSG00000161091	0.022864827528880687	0.08862336251504142	-0.032982139448108044	-0.06138843707526719	-0.004575841820948896	MFSD12
ENSG00000116251	0.023464385918956505	0.08955872488151338	0.02913578854786163	0.0039325902690712095	0.05433898682665205	RPL22
ENSG00000152082	0.023331215796998872	0.08955872488151338	-0.02219492003007564	-0.04137564143152149	-0.0030141986286297863	MZT2B
ENSG00000105402	0.0240512228630206	0.09110311690538106	-0.02749391297808049	-0.05137674776804396	-0.0036110781881170187	NAPA
ENSG00000054148	0.02430263122604604	0.09136327528588736	-0.0238847428821201	-0.04466927828128548	-0.0031002074829547185	PHPT1
ENSG00000131165	0.02480266845620912	0.09254727035898924	-0.028271615927745457	-0.052959643727649	-0.0035835881278419197	CHMP1A
ENSG00000173457	0.025693197924509897	0.09515999231299961	-0.028724504345000047	-0.0539614345209424	-0.003487574169057695	PPP1R14B
ENSG00000116221	0.026539550484984017	0.09757187678302946	-0.02625440116165492	-0.04945209283422962	-0.0030567094890802185	MRPL37
ENSG00000108298	0.026977481635648965	0.09845796217390132	-0.01758519171488322	-0.033167823455667066	-0.0020025599740993733	RPL19
ENSG00000167658	0.0279827388322949	0.10079889367428327	0.020007978922516483	0.0021629671439397195	0.03785299070109324	EEF2
ENSG00000172270	0.028022092441450753	0.10079889367428327	-0.022764706407832364	-0.04307352424749873	-0.0024558885681659967	BSG
ENSG00000206503	0.02968717761719687	0.10542980438813719	-0.020189092421238407	-0.03838851337434304	-0.0019896714681337767	HLA-A
ENSG00000125730	0.029731204837454686	0.10542980438813719	-0.019217436708359337	-0.0365456320622489	-0.0018892413544697728	C3
ENSG00000168056	0.03089327680052686	0.10769677497151248	0.027123987790555366	0.0024941975427924465	0.051753778038318286	LTBP3
ENSG00000087086	0.031183099499388026	0.10769677497151248	-0.01841520859712222	-0.035165879718861884	-0.0016645374753825569	FTL
ENSG00000159403	0.031114836760501263	0.10769677497151248	0.025600910179654487	0.0023234749662559284	0.048878345393053045	C1R
ENSG00000058262	0.03139983795147337	0.10769677497151248	-0.022320637066141003	-0.04264976614905785	-0.0019915079832241583	SEC61A1
ENSG00000256045	0.03144745829168164	0.10769677497151248	0.030014926040419818	0.002670336101269318	0.057359515979570314	MTRNR2L10
ENSG00000083845	0.03202840116274246	0.10894014000932811	0.018012225047572515	0.0015465578215764775	0.03447789227356855	RPS5
ENSG00000244038	0.03242533630015776	0.10954505506810054	0.02734801532401774	0.0022905455064526348	0.052405485141582844	DDOST
ENSG00000114353	0.03269672376998864	0.10972054956372027	-0.02177108868639984	-0.04174992372102862	-0.0017922536517710648	GNAI2
ENSG00000169627	0.03345746306284967	0.11152487687616557	-0.027551388894229045	-0.052944500521449916	-0.002158277267008176	BOLA2B
ENSG00000159335	0.03445958215313527	0.11410457666601083	-0.02139339140824085	-0.04122183991169194	-0.0015649429047897602	PTMS
ENSG00000064601	0.035059234137206484	0.11532642808291607	-0.030337070760302436	-0.05854806446187574	-0.0021260770587291263	CTSA
ENSG00000070756	0.03583021044428243	0.11709219099438703	-0.021850131226988024	-0.04225439541394761	-0.0014458670400284354	PABPC1
__ambiguous[ENSG00000269242+ENSG00000104774]	0.036479849840832385	0.11830088764405068	-0.024041080705530144	-0.04656978868884101	-0.001512372722219272	None
ENSG00000145494	0.03667327516965571	0.11830088764405068	-0.02095459364729179	-0.04061123492047954	-0.0012979523741040375	NDUFS6
ENSG00000135390	0.03752663851044603	0.11951158761288544	0.022018564733918985	0.0012705628262539917	0.04276656664158398	ATP5MC2
ENSG00000170906	0.03747262275464344	0.11951158761288544	-0.02223201789723705	-0.04317522270326905	-0.0012888130912050468	NDUFA3
ENSG00000204469	0.03823624165904014	0.12100076474379791	-0.022479070002533828	-0.04373945066623536	-0.001218689338832294	PRRC2A
ENSG00000188603	0.03926665712945947	0.12348005386622474	-0.025239486520814106	-0.049237220202235935	-0.0012417528393922801	CLN3
ENSG00000159069	0.039914205762208006	0.12473189300690002	-0.02127809321079287	-0.041575753062563385	-0.0009804333590223563	FBXW5
ENSG00000133112	0.04177566759912068	0.12973809813391515	0.02179153380435235	0.0008112250117488298	0.04277184259695587	TPT1
ENSG00000196154	0.04275185833687559	0.13195018005208514	-0.026047529501300945	-0.051244489498002865	-0.0008505695045990282	S100A4
ENSG00000115234	0.043233345121208175	0.1326176230711907	-0.022722691894760758	-0.04475424744322176	-0.0006911363462997581	SNX17
__ambiguous[ENSG00000254772+ENSG00000255508]	0.04513823099343456	0.13708976886957872	0.016687777764919653	0.00036151695698375536	0.03301403857285555	None
ENSG00000170315	0.04523962372696098	0.13708976886957872	-0.02277449462443413	-0.04506612098584241	-0.000482868263025852	UBB
ENSG00000213741	0.045697141661611984	0.1376419929566626	-0.017159065434887284	-0.03398995610443041	-0.0003281747653441566	RPS29
ENSG00000125970	0.04633051063566438	0.13871410369959394	-0.02202625633123393	-0.04369425769805221	-0.0003582549644156538	RALY
ENSG00000171159	0.04702595275348184	0.13995819271869595	-0.02163753279462443	-0.042990688574494035	-0.0002843770147548212	C9orf16
ENSG00000130707	0.04745416952961041	0.1403969512710367	-0.020312833225040103	-0.040397556464542614	-0.00022810998553759315	ASS1
ENSG00000163435	0.048534463302482136	0.14191363538737467	0.023117805909109744	0.000148770473943724	0.046086841344275764	ELF3
ENSG00000145592	0.04847280378029268	0.14191363538737467	0.01972195749011035	0.00013229075995707315	0.03931162422026363	RPL37
ENSG00000176101	0.049434640020966654	0.1437053488981589	-0.02240924064406071	-0.044763054576883836	-5.542671123758697e-05	SSNA1
__ambiguous[ENSG00000257341+ENSG00000213145]	0.05151812024035816	0.14889630127271145	-0.021186997216692986	-0.04251354862645011	0.00013955419306414113	None
ENSG00000197746	0.05241835460038974	0.14891578011474357	-0.017090336316095425	-0.03435937553823444	0.00017870290604359018	PSAP
ENSG00000197756	0.0523316810554181	0.14891578011474357	-0.015519854534771019	-0.031196226097796636	0.00015651702825459843	RPL37A
ENSG00000182899	0.05191265449505055	0.14891578011474357	0.020086314778316107	-0.00016643337486056675	0.04033906293149278	RPL35A
ENSG00000011304	0.05280967364531519	0.1491798690545627	-0.021010546374580392	-0.04227595667229213	0.0002548639231313467	PTBP1
ENSG00000184897	0.053823084267206424	0.15113787479328278	-0.01932969476608424	-0.03897722744786067	0.00031783791569218664	H1FX
ENSG00000213719	0.05410735917599523	0.15113787479328278	-0.024676053033697562	-0.04978756684209426	0.00043546077469914027	CLIC1
ENSG00000142798	0.0562227278294839	0.1561742439707886	-0.02281847608299597	-0.04624238472011582	0.0006054325541238817	HSPG2
ENSG00000163191	0.05703514589446977	0.1575556516421817	-0.018920326359058645	-0.038406585889688115	0.0005659331715708246	S100A11
ENSG00000105401	0.058277232174193616	0.16010228619283962	-0.024569235781292605	-0.049999446288149285	0.000860974725564078	CDC37
ENSG00000178980	0.05959464766718567	0.1619419773564828	-0.021286290853677947	-0.04343343560301714	0.0008608538956612517	SELENOW
ENSG00000185499	0.0592768450461837	0.1619419773564828	0.026885396227074983	-0.001052383906966766	0.054823176361116735	MUC1
ENSG00000132589	0.061994875694070806	0.1667244156587768	-0.023109223878764282	-0.04737780900740936	0.0011593612498807943	FLOT2
ENSG00000170458	0.06202148262506497	0.1667244156587768	0.021481173587543645	-0.0010799839155817455	0.04404233109066903	CD14
__ambiguous[ENSG00000198563+ENSG00000254870]	0.06351671400459877	0.16983078610855284	-0.023598532911200256	-0.04852488776140583	0.0013278219390053178	None
ENSG00000130811	0.06497294884467719	0.17280039586350318	0.020721568197937867	-0.001285885304478842	0.04272902170035457	EIF3G
ENSG00000173801	0.06643844295223457	0.1755586078991411	0.024355786216074655	-0.001652200230987038	0.05036377266313635	JUP
ENSG00000118640	0.06671227100167362	0.1755586078991411	-0.02061673706084403	-0.042654202037298666	0.0014207279156106083	VAMP8
ENSG00000246705	0.06775512822421582	0.17736944561313042	-0.016824675421306133	-0.03487744085287416	0.0012280900102618966	H2AFJ
ENSG00000163682	0.07008075219819407	0.18155635284506236	0.01949028416428731	-0.001598652513059847	0.04057922084163447	RPL9
ENSG00000167996	0.06989342335302871	0.18155635284506236	-0.015739844785673873	-0.03275932855502871	0.0012796389836809662	FTH1
ENSG00000125995	0.07310841091733017	0.18842373947765506	-0.02031988353103048	-0.04254244652680195	0.0019026794647409861	ROMO1
ENSG00000137331	0.07462345667429565	0.19134219660075807	-0.02219246962337453	-0.04659067975257815	0.0022057405058290916	IER3
ENSG00000158710	0.07675609563163341	0.19580636640722807	-0.019841595944031943	-0.04181483441693712	0.0021316425288732295	TAGLN2
ENSG00000126267	0.07726198009776353	0.19609639618721705	-0.017299808299038967	-0.036491018396637084	0.0018914017985591502	COX6B1
ENSG00000130309	0.07885272496282447	0.19912304283541532	-0.02442077589403513	-0.05165665410934463	0.0028151023212743716	COLGALT1
ENSG00000025708	0.07980362653706768	0.20051162446499418	-0.01832138099845576	-0.03881955509378965	0.0021767930968781303	TYMP
ENSG00000173442	0.08099685086446033	0.20148470364293614	-0.022843652293121693	-0.048502392615969794	0.0028150880297264057	EHBP1L1
ENSG00000125534	0.0807334280931882	0.20148470364293614	0.016411148892951203	-0.002006400225373583	0.034828698011275985	PPDPF
ENSG00000169710	0.08194290690232596	0.20246575590333019	0.021386743245474127	-0.0027102418309046597	0.04548372832185291	FASN
ENSG00000130725	0.08260602840855871	0.20246575590333019	-0.018596694020787802	-0.039595461536926044	0.0024020734953504354	UBE2M
ENSG00000130255	0.08244331254283478	0.20246575590333019	0.013561811669946973	-0.0017436167742764866	0.028867240114170432	RPL36
ENSG00000188986	0.08334568634878824	0.20328216182631278	-0.020987653375782622	-0.04474323323429845	0.002767926482733201	NELFB
ENSG00000277258	0.08982281037017079	0.21801653002468638	-0.023041777251969205	-0.04966452773008449	0.003580973226146082	PCGF2
ENSG00000172724	0.09302224942438495	0.22361117650092535	-0.01830614524850383	-0.039667164523414	0.003054874026406331	CCL19
ENSG00000130429	0.09281614737049122	0.22361117650092535	-0.02330838881262223	-0.05048926334152423	0.0038724857162797735	ARPC1B
ENSG00000266402	0.09624437655373447	0.2302497046740059	0.019354466579314656	-0.0034514872297348766	0.04216042038836419	SNHG25
ENSG00000272196	0.10010932667568473	0.23835553970401127	-0.0212771539561894	-0.04663861520689355	0.004084307294514752	HIST2H2AA4
ENSG00000108344	0.10292535473358987	0.2438989448663267	-0.02601561984356289	-0.057281633712240536	0.005250394025114756	PSMD3
__ambiguous[ENSG00000269711+ENSG00000181029]	0.10443669145183433	0.24631295153734514	-0.01696291920524098	-0.037438627605645314	0.0035127891951633496	None
ENSG00000152348	0.10602958776340751	0.2488957459234918	0.02013992513416981	-0.004282237570872139	0.044562087839211756	ATG10
ENSG00000233927	0.10703357692169559	0.2500784507516252	-0.013569365833598981	-0.030071164434770058	0.002932432767572095	RPS28
ENSG00000143537	0.11042294834723596	0.25679755429589757	0.021390958046184363	-0.004873302415494954	0.04765521850786368	ADAM15
__ambiguous[ENSG00000219200+ENSG00000161939]	0.11127395253006095	0.25757859381958553	-0.015441419505082975	-0.03444597665081147	0.0035631376406455185	None
ENSG00000184009	0.11421757380097794	0.2595853950022226	-0.017402717090697427	-0.03899710560918316	0.004191671427788306	ACTG1
ENSG00000171863	0.11403977196719907	0.2595853950022226	0.01895955103674136	-0.004555098553317236	0.04247420062679996	RPS7
ENSG00000051523	0.11387878242543953	0.2595853950022226	-0.014048847175862083	-0.031465223654511223	0.0033675293027870586	CYBA
ENSG00000110717	0.11276012329071654	0.2595853950022226	-0.019793359933678915	-0.04425522430566454	0.004668504438306707	NDUFS8
