	pval	adjpval	beta	ci_low	ci_high	symbol
ENSG00000139329	9.677131562192728e-07	1.0996740411582647e-05	-0.042390186267902905	-0.059352551252074684	-0.02542782128373113	LUM
ENSG00000173372	1.3142936923040156e-06	1.4603263247822396e-05	0.038507421195290215	0.02290599325526153	0.054108849135318896	C1QA
ENSG00000115884	1.4618110687086801e-06	1.588925074683348e-05	-0.038387082391220934	-0.05400819084810048	-0.022765973934341384	SDC1
ENSG00000115648	2.313340387144861e-06	2.461000411856235e-05	-0.04464389537225701	-0.06316671252604274	-0.02612107821847129	MLPH
ENSG00000113140	2.3947514544466276e-06	2.4945327650485705e-05	-0.03622658895659187	-0.05127947017327342	-0.02117370773991033	SPARC
ENSG00000150991	5.729964247208336e-06	5.8469022930697304e-05	0.034707077213411396	0.019710851432801574	0.04970330299402122	UBC
ENSG00000100219	7.942704655621808e-06	7.942704655621807e-05	-0.03156363542336467	-0.04541351943873648	-0.017713751407992858	XBP1
ENSG00000204525	1.1529148319111817e-05	0.00011303086587364527	0.030386135421646122	0.016808487076155502	0.04396378376713674	HLA-C
ENSG00000234745	1.289891142293132e-05	0.0001240279944512627	0.02829268599672328	0.015579475699226577	0.04100589629421998	HLA-B
ENSG00000206503	1.5410335271872158e-05	0.0001453805214327562	0.029677748967254572	0.016221626205084022	0.04313387172942512	HLA-A
ENSG00000074800	1.6862468064027138e-05	0.00015613396355580684	0.035440773656357664	0.019297323385188365	0.05158422392752696	ENO1
ENSG00000167526	2.1583116120938914e-05	0.00019621014655399013	0.026830060526371696	0.014450634726009994	0.0392094863267334	RPL13
ENSG00000171223	3.5071233485930965e-05	0.00031313601326724076	0.03373879345337026	0.01775748622176295	0.04972010068497757	JUNB
ENSG00000142676	3.922259469185887e-05	0.0003440578481742006	0.027473737578868087	0.014378557778117368	0.040568917379618805	RPL11
ENSG00000164403	4.0729368332139585e-05	0.00035111524424258264	-0.04455278375469285	-0.06583365347138788	-0.023271914037997818	SHROOM1
ENSG00000131669	4.424821247551556e-05	0.00037498485148742004	-0.02987382569305444	-0.04421031117786001	-0.01553734020824887	NINJ1
ENSG00000123989	4.5056007535404284e-05	0.0003754667294617024	-0.033590327721669394	-0.04972697565123686	-0.01745367979210193	CHPF
ENSG00000189060	5.167686684743912e-05	0.0004235808757986813	-0.036380579038054035	-0.053995746706682085	-0.01876541136942599	H1F0
ENSG00000269028	6.11715593952691e-05	0.0004933190273812023	0.0311975670477256	0.015942485845386913	0.04645264825006429	MTRNR2L2
ENSG00000104763	6.744335254424775e-05	0.000535264702732125	-0.03468858328773858	-0.051749101657124416	-0.01762806491835274	ASAH1
ENSG00000106211	7.2423183009601e-05	0.0005658061172625078	-0.02893722171831471	-0.04322989283000491	-0.014644550606624507	HSPB1
__ambiguous[ENSG00000262526+ENSG00000170296]	0.00010924756023624657	0.0008403658479711275	0.029673608001693313	0.014641810096482468	0.04470540590690416	None
ENSG00000140988	0.00011685471804364142	0.0008852630154821319	0.025530804289143713	0.012542423691084829	0.0385191848872026	RPS2
ENSG00000177469	0.00013617368616131788	0.0010162215385172975	0.03794259844714699	0.01844959725142828	0.057435599642865695	CAVIN1
__ambiguous[ENSG00000185885+ENSG00000185201]	0.0001494132799594749	0.0010986270585255505	0.02805948880767713	0.013556595934707807	0.04256238168064645	None
ENSG00000166441	0.00015852962634996343	0.0011487654083330683	0.025210685355754717	0.012129418614228843	0.03829195209728059	RPL27A
ENSG00000106991	0.00016179087233391754	0.001155649088099411	0.031006475703746914	0.014896250989653352	0.047116700417840475	ENG
ENSG00000171858	0.0001708473864921611	0.0012031506090997262	0.025164984311024194	0.012042520944845734	0.03828744767720266	RPS21
ENSG00000105372	0.00017432630947364719	0.0012105993713447721	0.023651917133866128	0.01130186839321276	0.036001965874519495	RPS19
ENSG00000254709	0.0002099592585824315	0.001438077113578298	0.023802790398072694	0.01121684171503978	0.036388739081105605	IGLL5
ENSG00000144713	0.00022006679375334906	0.0014869377956307369	0.02647950766933142	0.012433011886299535	0.040526003452363304	RPL32
ENSG00000162511	0.00023342318358368397	0.0015561545572245598	0.027790230469142092	0.01298835218841566	0.042592108749868525	LAPTM5
ENSG00000167978	0.00023883815973775634	0.0015713036824852391	-0.029965229516683105	-0.04595099929578226	-0.013979459737583952	SRRM2
ENSG00000103260	0.0002535277593934821	0.0016251779448300135	-0.02999422396840895	-0.04606224929845655	-0.01392619863836135	METRN
ENSG00000196924	0.0002530703525243861	0.0016251779448300135	0.02924412330768193	0.0135799115059102	0.04490833510945366	FLNA
ENSG00000167996	0.00030404851805194305	0.001924357709189513	0.023871109229969566	0.01091740825957937	0.03682481020035976	FTH1
ENSG00000072310	0.00032049874900818193	0.002003117181301137	-0.028885278001612797	-0.044619539214802995	-0.013151016788422596	SREBF1
ENSG00000167995	0.0003650053653007713	0.00225311953889365	-0.024095817796239285	-0.03734627924290858	-0.010845356349569991	BEST1
ENSG00000159840	0.000408345554947155	0.0024899119204094817	0.02816587240274349	0.012547806062648654	0.04378393874283833	ZYX
ENSG00000102316	0.0004733628958938329	0.002826385142682106	-0.02644524684422987	-0.04127382847462608	-0.011616665213833659	MAGED2
ENSG00000168350	0.000480485474255958	0.002826385142682106	-0.0275739765455774	-0.04305312754319668	-0.012094825547958123	DEGS2
ENSG00000142949	0.0004749488924652019	0.002826385142682106	-0.026164266460493905	-0.04083904276092082	-0.011489490160066989	PTPRF
ENSG00000164405	0.0005826047320967632	0.0033872368145160653	-0.026328018842466123	-0.04133039682855417	-0.011325640856378076	UQCRQ
ENSG00000204628	0.00064713696101735	0.003719177936881322	0.02205947866534797	0.009384258733881323	0.03473469859681462	RACK1
ENSG00000123416	0.0007120594988634072	0.0040003342632775685	0.030002753185207426	0.012630176874484391	0.04737532949593046	TUBA1B
ENSG00000124145	0.0007107302489557994	0.0040003342632775685	-0.027746027182135088	-0.04380945136356584	-0.011682603000704329	SDC4
ENSG00000157227	0.0007766079659335291	0.004314488699630718	-0.027112873627197016	-0.04292371986306688	-0.01130202739132715	MMP14
ENSG00000145425	0.0009092043126579178	0.004995628091527021	0.024157305699768872	0.009884041945386795	0.03843056945415095	RPS3A
ENSG00000110092	0.0009663020322228134	0.0052516414794718125	-0.02282929548181694	-0.036387612633607014	-0.00927097833002687	CCND1
ENSG00000084207	0.0010243359635696357	0.005507182599836751	0.02535701137246009	0.0102222600919855	0.04049176265293468	GSTP1
ENSG00000089327	0.001180238208866009	0.0062117800466632055	0.027761609321938406	0.01098656624818508	0.04453665239569173	FXYD5
ENSG00000234741	0.0011793315040450375	0.0062117800466632055	-0.025889987920360458	-0.041533041844056734	-0.010246933996664178	GAS5
ENSG00000118181	0.001235378044432876	0.0064342606480878965	0.023307642068092403	0.009167119557791828	0.03744816457839298	RPS25
ENSG00000142102	0.0012687478297796575	0.006539937266905451	-0.026767125721270418	-0.04304491322190118	-0.010489338220639653	PGGHG
ENSG00000172757	0.0013857068586406362	0.007069932952248144	0.023660629530627628	0.009157936687909677	0.038163322373345576	CFL1
ENSG00000034510	0.0014168486928758288	0.007155801479170852	0.020228319263771336	0.007804522452488097	0.032652116075054576	TMSB10
ENSG00000136068	0.001456503872415494	0.00728251936207747	-0.02769025877468214	-0.04473967036296285	-0.010640847186401431	FLNB
ENSG00000213988	0.001542041371598547	0.00763386817623043	0.024852812246394698	0.00947044638380915	0.040235178108980245	ZNF90
ENSG00000255823	0.001635639938624534	0.008017842836394775	0.024221429217526944	0.009148083343309977	0.03929477509174391	MTRNR2L8
ENSG00000089157	0.0017253167669498608	0.008375324111407092	0.020909178850118296	0.007832197998953447	0.033986159701283145	RPLP0
ENSG00000131143	0.0017577096044875222	0.00845052694465155	0.02578677072789701	0.009631094931970906	0.04194244652382312	COX4I1
ENSG00000087245	0.0022128922569124897	0.01053758217577376	0.02904317707698423	0.010441092556348005	0.04764526159762046	MMP2
ENSG00000096384	0.002294291532102774	0.010822129868409313	-0.024023862111666742	-0.03946576465070932	-0.008581959572624167	HSP90AB1
ENSG00000156508	0.0024913309925023246	0.011641733609823948	0.02525905942552723	0.008889871600602721	0.041628247250451736	EEF1A1
ENSG00000030582	0.0028406782381637137	0.013151288139646822	0.02279863590065348	0.007826306050853967	0.037770965750452995	GRN
ENSG00000142089	0.0029636768876680417	0.013594848108568999	0.023031815291902548	0.007840220263634701	0.038223410320170396	IFITM3
ENSG00000108298	0.0030348618184816993	0.013627478313644506	0.019638403164621728	0.006653191962654532	0.03262361436658892	RPL19
ENSG00000090661	0.002999524437877225	0.013627478313644506	-0.023021018679055514	-0.038224391665330586	-0.007817645692780442	CERS4
ENSG00000118640	0.0030525551422563696	0.013627478313644506	0.02548536399047945	0.00862387558663497	0.042346852394323925	VAMP8
ENSG00000233276	0.0033374663483319565	0.014767550213858213	0.02309383250038278	0.007671027186596895	0.03851663781416866	GPX1
ENSG00000149591	0.003400131220448226	0.014912856230036077	0.02119334553822681	0.0070118301502784496	0.03537486092617517	TAGLN
ENSG00000111669	0.003479989339387802	0.015130388432120877	0.02490700304833373	0.008199292172899077	0.04161471392376838	TPI1
ENSG00000008988	0.0035703508137873235	0.015389443162876394	0.022824331547201	0.007471681272259204	0.0381769818221428	RPS20
ENSG00000172809	0.003636355827466417	0.015539982168659901	0.02145924293714154	0.006996402119023675	0.035922083755259404	RPL38
ENSG00000172270	0.004173744408683518	0.01739060170284799	-0.02078001966800619	-0.034997133554235366	-0.0065629057817770155	BSG
ENSG00000168528	0.004105001508456422	0.01739060170284799	-0.0226817265597536	-0.03817151940217002	-0.007191933717337182	SERINC2
ENSG00000198034	0.004141716945222071	0.01739060170284799	0.019567484300379683	0.0061913401748880156	0.03294362842587135	RPS4X
ENSG00000052344	0.004320396577381415	0.01785287841893147	-0.021091831162302982	-0.035577668265589224	-0.006605994059016738	PRSS8
ENSG00000101443	0.004395283055448511	0.017877607224317388	-0.023148702076331823	-0.03907769432045863	-0.007219709832205021	WFDC2
ENSG00000160113	0.004397891377182077	0.017877607224317388	-0.024863230998832003	-0.04197315211198252	-0.007753309885681486	NR2F6
ENSG00000165949	0.0046293522899657595	0.018666743104700644	0.024425392630580064	0.007519652066152616	0.041331133195007516	IFI27
ENSG00000149806	0.004856788760241938	0.01942715504096775	0.018712687845504738	0.005690237468614433	0.03173513822239504	FAU
ENSG00000149273	0.005183780579461909	0.020570557855007575	0.018128496083212667	0.005417835939999532	0.0308391562264258	RPS3
ENSG00000166710	0.00532290624925416	0.02095632381596126	0.020050340029255213	0.005948951179690284	0.03415172887882014	B2M
ENSG00000142541	0.005838143395678199	0.022628462773946506	0.01775199851109121	0.005130813361898794	0.030373183660283624	RPL13A
ENSG00000279483	0.005817121732850274	0.022628462773946506	0.019010220152790875	0.005500253782998002	0.03252018652258375	AC090498.1
ENSG00000135821	0.005971454246730569	0.022967131718194495	-0.021654564734080797	-0.03709175823710079	-0.0062173712310608035	GLUL
ENSG00000234277	0.006963307948088627	0.026577511252246666	0.02618216485382583	0.007166299165335666	0.045198030542316	LINC01641
ENSG00000173369	0.00720084532896982	0.027275929276400834	0.022331860247606417	0.006044937927873199	0.03861878256733964	C1QB
ENSG00000124664	0.007450990727092554	0.02801124333493441	-0.020327849093436604	-0.03521651522887074	-0.0054391829580024715	SPDEF
ENSG00000160932	0.00760066514688646	0.028064351716959823	0.021939440515549212	0.0058302326122085905	0.03804864841888983	LY6E
ENSG00000112306	0.007614332247501622	0.028064351716959823	0.017431473246191927	0.0046293820447692	0.030233564447614655	RPS12
ENSG00000103024	0.007633503667013072	0.028064351716959823	-0.021117273921244403	-0.03663121636663964	-0.005603331475849162	NME3
ENSG00000182718	0.0078973297693593	0.02882237142101934	0.0237553158436059	0.0062281845389359144	0.041282447148275885	ANXA2
ENSG00000141959	0.008151004693868497	0.02953262570242209	-0.023530149419079965	-0.04096121679344991	-0.006099082044710023	PFKL
ENSG00000197756	0.008345780289920912	0.029920633642451094	0.016761163224886338	0.004306888914367847	0.02921543753540483	RPL37A
ENSG00000151892	0.008377777419886307	0.029920633642451094	-0.023375539623611417	-0.04075313505178299	-0.0059979441954398395	GFRA1
ENSG00000233927	0.008500678604329896	0.03002849083293634	0.017542710228994507	0.00447678906309458	0.030608631394894434	RPS28
ENSG00000109475	0.00852809139655392	0.03002849083293634	0.02054961190229724	0.005237764635930465	0.03586145916866401	RPL34
ENSG00000221983	0.008749259204794408	0.03059181540137905	0.017147073411190254	0.004328041700013122	0.029966105122367387	UBA52
ENSG00000105640	0.00900710189184142	0.0312746593466716	0.017525058274031075	0.004373711570332178	0.03067640497772997	RPL18A
ENSG00000198242	0.009142735505878984	0.03152667415820339	0.018876398305999527	0.004683172073094372	0.033069624538904684	RPL23A
ENSG00000267795	0.009505691844629703	0.032553739193937344	-0.02017833541753509	-0.03542865398678229	-0.0049280168482878865	SMIM22
ENSG00000174444	0.00977737972472157	0.03325639362150194	0.020957538299363285	0.0050588131886334965	0.03685626341009307	RPL4
ENSG00000279461	0.009942621217925236	0.033589936547044716	0.025090860205956928	0.006013806201721324	0.04416791421019253	AC005480.2
ENSG00000197728	0.010672829672218848	0.03581486467187533	0.022398217626392283	0.005204443127161194	0.03959199212562337	RPS26
ENSG00000105193	0.011070619428349596	0.036902064761165324	0.0165797664060854	0.003788491471317521	0.02937104134085328	RPS16
__ambiguous[ENSG00000134419+ENSG00000260342]	0.013652531381233755	0.045207057553754156	0.02235083268161168	0.004588509699261202	0.04011315566396216	None
ENSG00000175356	0.014809323722701287	0.04840331423997064	-0.017701960447917674	-0.03193876032692249	-0.0034651605689128544	SCUBE2
ENSG00000137331	0.014851920284146777	0.04840331423997064	-0.020006461630474974	-0.03610351777025361	-0.003909405490696339	IER3
ENSG00000187244	0.014908220785910958	0.04840331423997064	-0.021726385204768047	-0.0392171089141371	-0.004235661495398994	BCAM
ENSG00000105373	0.01564846293248729	0.05047891268544288	0.020560232177604013	0.003887869884268296	0.037232594470939726	NOP53
ENSG00000224389	0.01583545267305873	0.05060915661692387	-0.015525060187427832	-0.028136961633679958	-0.0029131587411757066	C4B
ENSG00000279576	0.015992493490947942	0.05060915661692387	-0.021825024147938736	-0.03958123829535147	-0.004068810000526005	None
ENSG00000089356	0.015912148654890768	0.05060915661692387	-0.018969549377368396	-0.03439086843206701	-0.003548230322669781	FXYD3
ENSG00000168028	0.01698153210130733	0.05331835792934864	0.02068566482767575	0.0037014440922401096	0.03766988556311139	RPSA
ENSG00000105402	0.017061874537391566	0.05331835792934864	-0.019120870662722757	-0.034831721306603655	-0.0034100200188418583	NAPA
ENSG00000100316	0.018073888785445986	0.05613008939579499	0.015919388356120903	0.0027213781999736175	0.02911739851226819	RPL3
ENSG00000164587	0.019222576196146823	0.05932893887699636	0.014511438041978323	0.002362940157244628	0.02665993592671202	RPS14
ENSG00000074410	0.022540493640847904	0.0691426185302083	-0.020152361200043475	-0.03746738732376523	-0.002837335076321723	CA12
ENSG00000120885	0.02282282162106062	0.06958177323494091	0.017177081385950886	0.0023876575707905776	0.031966505201111196	CLU
ENSG00000125970	0.02326629128810735	0.07007919062682937	-0.018545390651878702	-0.034564677464959656	-0.002526103838797745	RALY
ENSG00000104960	0.0231960322031007	0.07007919062682937	-0.018617279766513933	-0.03469046797195878	-0.002544091561069089	PTOV1
ENSG00000120875	0.023854622515106616	0.07142102549433119	-0.019741432826253784	-0.036866078692593875	-0.002616786959913693	DUSP4
ENSG00000087086	0.02436051818584903	0.07250154221978877	0.014790330346673547	0.001914530104837964	0.027666130588509127	FTL
ENSG00000125817	0.02793617737106614	0.08232903819383125	-0.018533961797298104	-0.03505939351612735	-0.002008530078468858	CENPB
ENSG00000165215	0.027991872985902628	0.08232903819383125	-0.016805267137141738	-0.03179467029316098	-0.0018158639811225001	CLDN3
ENSG00000125743	0.02951282768438871	0.08629481779061025	0.01993150647602944	0.001983508564825393	0.03787950438723349	SNRPD2
ENSG00000127184	0.029713407161230682	0.08637618360822874	-0.019205673506453143	-0.03652137515651969	-0.0018899718563865978	COX7C
ENSG00000196576	0.0312759962694355	0.0893599893412443	-0.016754747534864774	-0.03200343097606902	-0.0015060640936605304	PLXNB2
ENSG00000159069	0.030933341849943622	0.0893599893412443	-0.017866629578199726	-0.03409420161650356	-0.0016390575398958877	FBXW5
ENSG00000188157	0.031214775116672217	0.0893599893412443	-0.018442558146366608	-0.0352212555071726	-0.0016638607855606093	AGRN
ENSG00000130725	0.0317010535935163	0.08978514780152226	-0.01676465490802525	-0.032060592398714644	-0.0014687174173358547	UBE2M
ENSG00000099800	0.03178394232173888	0.08978514780152226	-0.018721680217511718	-0.03581148640556058	-0.0016318740294628542	TIMM13
ENSG00000215845	0.03248748919658014	0.09123234628824756	-0.01736550672572399	-0.03328226466600558	-0.0014487487854423983	TSTD1
ENSG00000103145	0.03278352272533148	0.09123234628824756	-0.017450906279397323	-0.03347318373732297	-0.0014286288214716732	HCFC1R1
ENSG00000214530	0.03284364466376912	0.09123234628824756	-0.016609142194538126	-0.03186381955903024	-0.0013544648300460142	STARD10
ENSG00000136942	0.033559148913218234	0.09270483125198407	0.01385770664800487	0.0010782251212041877	0.02663718817480555	RPL35
ENSG00000115255	0.03483878695996645	0.09571095318672102	0.01947734566065074	0.0013869261944651143	0.037567765126836364	REEP6
__ambiguous[ENSG00000241343+ENSG00000257529]	0.03618554161505096	0.09886760004112286	0.017301508502248857	0.0011139273732102759	0.03348908963128744	None
ENSG00000153002	0.0366612806100855	0.0996230451361019	-0.015409784088531915	-0.029864145210922358	-0.000955422966141475	CPB1
ENSG00000137818	0.037956105585103435	0.1025840691489282	0.012626505002921793	0.0007018888274237089	0.024551121178419878	RPLP1
ENSG00000177556	0.039236218747025216	0.10547370630920758	-0.01856914386086556	-0.03622197255334029	-0.0009163151683908299	ATOX1
ENSG00000177954	0.03965799325963548	0.1060374151327152	0.013642988461697076	0.0006454434765938329	0.02664053344680032	RPS27
ENSG00000105438	0.040691577089945453	0.10822227949453578	-0.01665932258891127	-0.03261296812148563	-0.0007056770563369057	KDELR1
ENSG00000132386	0.04209714729112543	0.11136811452678685	0.019014789766521344	0.0006791290641966555	0.03735045046884603	SERPINF1
ENSG00000148303	0.04378672006438585	0.11522821069575225	0.014309130100157703	0.00039860627632311817	0.02821965392399229	RPL7A
ENSG00000181885	0.044561790066157764	0.11590783594673112	-0.0160830824336802	-0.03177542183512368	-0.0003907430322367296	CLDN7
ENSG00000042753	0.04474042467543821	0.11590783594673112	-0.01644652279666302	-0.03250691083432765	-0.0003861347589983917	AP2S1
ENSG00000067560	0.04430365614033848	0.11590783594673112	-0.017933129657771107	-0.03540935070131085	-0.00045690861423136955	RHOA
ENSG00000265091	0.046669264540024465	0.12028160963923831	0.017796866371259906	0.0002623555976858684	0.03533137714483395	AP001496.2
ENSG00000197879	0.05060831717950169	0.12976491584487612	-0.015672580281832455	-0.031386674110908494	4.151354724358375e-05	MYO1C
ENSG00000185499	0.0512646210576362	0.13077709453478623	-0.01217943171469451	-0.024425756961673335	6.689353228431574e-05	MUC1
ENSG00000174917	0.05203319576370307	0.13206394863884027	-0.01639046746414234	-0.03292523697783421	0.00014430204954953008	MICOS13
ENSG00000130208	0.055645777504291324	0.14012568107529194	0.015810020761909658	-0.0003813676487311596	0.032001409172550475	APOC1
ENSG00000182774	0.05633052379226736	0.14012568107529194	0.012672025012556746	-0.00034191564896885254	0.025685965674082344	RPS17
ENSG00000174748	0.05616987002649258	0.14012568107529194	0.013634447969732195	-0.00035875085633736356	0.027627646795801753	RPL15
ENSG00000177600	0.0560036235508724	0.14012568107529194	0.011815967777432823	-0.0003027036021567703	0.023934639157022417	RPLP2
ENSG00000123384	0.05797675853769331	0.1435068280635973	0.01622042088437552	-0.0005483344184421604	0.0329891761871932	LRP1
ENSG00000143774	0.05883199411429955	0.14490638944408754	0.014540111559685548	-0.0005426608271112531	0.029622883946482347	GUK1
ENSG00000174903	0.05943236602719005	0.14566756379213247	-0.014551913407198707	-0.029682687687779638	0.0005788608733822264	RAB1B
ENSG00000114867	0.06024392039215444	0.14622310774794767	-0.014578892392575073	-0.029785938814500427	0.0006281540293502814	EIF4G1
ENSG00000122026	0.05998499631702612	0.14622310774794767	0.01762108251656818	-0.0007406677042619964	0.03598283273739836	RPL21
ENSG00000063177	0.06377950722561589	0.15405678073820264	0.011787895875932515	-0.0006756237535388756	0.024251415505403905	RPL18
ENSG00000165119	0.06436020032082644	0.15471202000198664	-0.016750376458054987	-0.03449949956940658	0.0009987466532966095	HNRNPK
ENSG00000143947	0.0650618409295331	0.15565033715199306	0.01293281075190606	-0.0008071016494132638	0.026672723153225383	RPS27A
ENSG00000182899	0.06579951062180929	0.15666550148049832	0.013879316926379332	-0.0009066125808012623	0.028665246433559926	RPL35A
ENSG00000131469	0.06713596159214374	0.15908995637948756	0.012953397103564256	-0.0009141516642045822	0.026820945871333095	RPL27
ENSG00000196683	0.06916601667694096	0.1608512015742813	0.01703419247966053	-0.0013368979965159879	0.035405282955837045	TOMM7
ENSG00000101335	0.06871221455042593	0.1608512015742813	0.013813835158887828	-0.0010598176775875722	0.028687487995363227	MYL9
ENSG00000111640	0.06911024500205994	0.1608512015742813	0.011582139437105173	-0.0009064980453751086	0.024070776919585455	GAPDH
ENSG00000125505	0.06889323191845671	0.1608512015742813	-0.014606513478067965	-0.0303439312673831	0.001130904311247169	MBOAT7
ENSG00000135390	0.07105235812919694	0.16447305122499292	0.014493623512685723	-0.0012430716726144885	0.030230318697985932	ATP5MC2
ENSG00000134419	0.07334571017657775	0.1689993322040962	0.014103242088417048	-0.0013333224729689952	0.02953980664980309	RPS15A
ENSG00000124155	0.07575964553817219	0.17376065490406464	-0.014506201386308098	-0.030516465000011803	0.001504062227395608	PIGT
ENSG00000171345	0.07752439252892257	0.17699632997470907	-0.010967522943687483	-0.023144914751162014	0.0012098688637870482	KRT19
ENSG00000159216	0.07925444693003071	0.18012374302279707	-0.015703808458983917	-0.033241358664236276	0.0018337417462684427	RUNX1
ENSG00000087460	0.08030266634948424	0.18168024060969284	-0.013694339870479114	-0.029041079108431067	0.0016523993674728375	GNAS
